key,value
SDGS.8.TARGETS.3.INDICATORS.1.SOURCE,"- [Afiliados a la Seguridad Social según residencia padronal del afiliado. Por sexo. A último día del mes](https://www.idescat.cat/pub/?id=afi&n=8604) (IDESCAT)
- [Población. Por sexo y edad en grandes grupos](https://www.idescat.cat/pub/?id=censph&n=540&hist=taules%2Fv2%2Fcensph%2F540%2F19948%2Fmun%2Fdata%3FAGE%3DTOTAL%26_LAST_%3D3%5Ec%3D2%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B-2c%3B3%2C0%2Fe%3D01) (IDESCAT)
- [Población a 1 de enero. Por sexo y edad año a año (2014–)](https://www.idescat.cat/pub/?id=pmh&n=1180&hist=taules%2Fv2%2Fpmh%2F1180%2F8078%2Fmun%2Fdata%3FAGE%3DTOTAL%26_LAST_%3D3%5Ec%3D3%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B2%2C0%3B-3c%2Fe%3D0) (IDESCAT)
- [Poblacióa a 1 de enero. Por sexo y edad año a año (2000–2013)](https://www.idescat.cat/pub/?id=pmh&n=1180&hist=taules%2Fv2%2Fpmh%2F1180%2F1063%2Fmun%2Fdata%3FMUN%3DTOTAL%5Ec%3D3%2Fr%3D2%2Ft%3D1%2C0%3B0d%2C13%3B-2c%3B-3c%2Fe%3D0) (IDESCAT)"
SDGS.8.TARGETS.3.INDICATORS.2.TITLE,Establecimientos comerciales por cada 1.000 hab.
SDGS.8.TARGETS.3.INDICATORS.2.DESCRIPTION,Número de establecimientos comerciales por cada 1.000 hab.
SDGS.8.TARGETS.3.INDICATORS.2.UNIT,establecmientos/1.000 hab.
SDGS.8.TARGETS.3.INDICATORS.2.VALUES.1.TITLE,Número de establecimientos comerciales
SDGS.8.TARGETS.3.INDICATORS.2.VALUES.1.UNIT,establecimientos
SDGS.8.TARGETS.3.INDICATORS.2.VALUES.2.TITLE,Población
SDGS.8.TARGETS.3.INDICATORS.2.VALUES.2.UNIT,personas
SDGS.8.TARGETS.3.INDICATORS.2.SOURCE,"- [Servicips de consulta del Cens d'establiments comercials de Catalunya (CECC)
](https://analisi.transparenciacatalunya.cat/Comer-/Servei-de-consulta-del-Cens-d-establiments-comerci/2dhj-q3r8/about_data) (Dades Obertes de Catalunya)"
SDGS.8.TARGETS.3.INDICATORS.3.TITLE,Tasa de paro
SDGS.8.TARGETS.3.INDICATORS.3.DESCRIPTION,Tasa de paro 
SDGS.8.TARGETS.3.INDICATORS.3.SOURCE,- [Indicadores de relación con la actividad econòmica](https://www.idescat.cat/pub/?id=censph&n=16720&hist=taules%2Fv2%2Fcensph%2F16720%2F20208%2Fmun%2Fdata%3FCONCEPT%3DPP_AP_Y16O%5Ec%3D3%2Fr%3D1%2Ft%3D2%2C0%3B-1c%3B-0d%2C0%3B-3c%2Fe%3D1) (IDESCAT)
SDGS.8.TARGETS.3.INDICATORS.3.UNIT,%
SDGS.8.TARGETS.3.INDICATORS.3.VALUES.1.TITLE,
SDGS.8.TARGETS.3.INDICATORS.3.VALUES.1.UNIT,
SDGS.8.TARGETS.3.INDICATORS.3.VALUES.2.TITLE,
SDGS.8.TARGETS.3.INDICATORS.3.VALUES.2.UNIT,
SDGS.8.TARGETS.3.INDICATORS.4.TITLE,% Contractación pública a PYMES
SDGS.8.TARGETS.3.INDICATORS.4.DESCRIPTION,% Contractación pública a PYMES
SDGS.8.TARGETS.3.INDICATORS.4.SOURCE,- [Contractación pública en Catalunya: publicaciones en la Plataforma de servicios de contractación pública](https://analisi.transparenciacatalunya.cat/Economia/Contractaci-p-blica-a-Catalunya-publicacions-a-la-/ybgg-dgi6/about_data) (Dades Obertes de Catalunya)
SDGS.8.TARGETS.3.INDICATORS.4.UNIT,%
SDGS.8.TARGETS.3.INDICATORS.4.VALUES.1.TITLE,PYMES contractadas
SDGS.8.TARGETS.3.INDICATORS.4.VALUES.1.UNIT,empresas
SDGS.8.TARGETS.3.INDICATORS.4.VALUES.2.TITLE,Total de empresas contratadas
SDGS.8.TARGETS.3.INDICATORS.4.VALUES.2.UNIT,empresas
SDGS.8.TARGETS.4.DESCRIPTION,Mejorar la producción y el consumo eficientes de los recursos y desvincular el crecimiento económico de la degradación del medioambiente.
SDGS.8.TARGETS.5.DESCRIPTION,Lograr una alta tasa de empleo y de calidad para aquellos colectivos más vulnerables en el conjunto del territorio.
SDGS.8.TARGETS.5.INDICATORS.1.TITLE,% personas desempleadas > 45 años
SDGS.8.TARGETS.5.INDICATORS.1.DESCRIPTION,% personas desempleadas > 45 aaños sobre el total de personas > 45 años en edad de trabajar
SDGS.8.TARGETS.5.INDICATORS.1.UNIT,%
SDGS.8.TARGETS.5.INDICATORS.1.VALUES.1.TITLE,personas desempleadas > 45 anys (mitjana anual)
SDGS.8.TARGETS.5.INDICATORS.1.VALUES.1.UNIT,personas
SDGS.8.TARGETS.5.INDICATORS.1.VALUES.2.TITLE,Población entre 45 y 64 años
SDGS.8.TARGETS.5.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.8.TARGETS.5.INDICATORS.1.SOURCE,"- [Paro registrado. Por sexo y edad](https://www.idescat.cat/pub/?id=atureg&n=4300) (IDESCAT)
- [Población a 1 de enero. Por sexo y edat año a año.](https://www.idescat.cat/pub/?id=pmh&n=1180&hist=taules%2Fv2%2Fpmh%2F1180%2F8078%2Fmun%2Fdata%3FAGE%3DTOTAL%26_LAST_%3D3%5Ec%3D3%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B2%2C0%3B-3c%2Fe%3D0) (IDESCAT)
"
SDGS.8.TARGETS.5.INDICATORS.2.TITLE,% personas desempleadas < 25 años
SDGS.8.TARGETS.5.INDICATORS.2.DESCRIPTION,% personas desempleadas < 25 años sobre el total de personas < 25 años en edad de trabajar
SDGS.8.TARGETS.5.INDICATORS.2.UNIT,%
SDGS.8.TARGETS.5.INDICATORS.2.VALUES.1.TITLE,personas desempleadas < 25 años (promedio anual)
SDGS.8.TARGETS.5.INDICATORS.2.VALUES.1.UNIT,personas
SDGS.8.TARGETS.5.INDICATORS.2.VALUES.2.TITLE,Población entre 16 y 24 años
SDGS.8.TARGETS.5.INDICATORS.2.VALUES.2.UNIT,personas
SDGS.8.TARGETS.5.INDICATORS.2.SOURCE,"- [Paro registrado. Por sexo y edad](https://www.idescat.cat/pub/?id=atureg&n=4300) (IDESCAT)
- [Población a 1 de enero. Por sexo y edad año a año.](https://www.idescat.cat/pub/?id=pmh&n=1180&hist=taules%2Fv2%2Fpmh%2F1180%2F8078%2Fmun%2Fdata%3FAGE%3DTOTAL%26_LAST_%3D3%5Ec%3D3%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B2%2C0%3B-3c%2Fe%3D0) (IDESCAT)"
SDGS.8.TARGETS.6.DESCRIPTION,Reducir sustancialmente las personas jóvenes sin empleo que no cursan estudios ni reciben formación.
SDGS.8.TARGETS.8.DESCRIPTION,"Proteger los derechos laborales y promover un entorno de trabajo seguro en todo el territorio, en particular para las mujeres migrantes y las personas con empleos precarios."
SDGS.8.TARGETS.9.DESCRIPTION,"Reforzar las políticas de promoción de un turismo sostenible, de proximidad, de calidad y que cree empleo y promueva la cultura y los productos locales"
SDGS.8.TARGETS.9.INDICATORS.1.TITLE,Presión turística
SDGS.8.TARGETS.9.INDICATORS.1.DESCRIPTION,Ratio de plazas turísticas por 10.000 habitantes
SDGS.8.TARGETS.9.INDICATORS.1.UNIT,plazas/10.000 hab.
SDGS.8.TARGETS.9.INDICATORS.1.VALUES.1.TITLE,Plazas turísticas
SDGS.8.TARGETS.9.INDICATORS.1.VALUES.1.UNIT,plazas
SDGS.8.TARGETS.9.INDICATORS.1.VALUES.2.TITLE,Población
SDGS.8.TARGETS.9.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.8.TARGETS.9.INDICATORS.1.SOURCE,"- [Plazas hoteleras](https://www.idescat.cat/pub/?id=turall&n=6031) (IDESCAT)
- [Apartamentos turísticos](https://www.idescat.cat/pub/?id=turall&n=16721) (IDESCAT)
- [Plazas de turismo rural](https://www.idescat.cat/pub/?id=turall&n=6039) (IDESCAT)
- [Plazas de campings](https://www.idescat.cat/pub/?id=turall&n=6036) (IDESCAT)
- [Alojamiento de uso turístico](https://www.idescat.cat/pub/?id=turall&n=16722) (IDESCAT)
- [Datos históricos de población de los municipios de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.9.TITLE,"Industria, innovación e infraestructuras"
SDGS.9.DESCRIPTION,"Construir infraestructuras resilientes, promover la industrialización inclusiva y sostenible y fomentar la innovación."
SDGS.9.TARGETS.1.DESCRIPTION,"Desarrollar infraestructuras sostenibles, resilientes, de calidad y con elevada capacidad transformadora para apoyar el desarrollo económico del territorio, con especial atención al acceso asequible y equitativo."
SDGS.9.TARGETS.1.INDICATORS.1.TITLE,Cobertura de internet
SDGS.9.TARGETS.1.INDICATORS.1.DESCRIPTION,"Cobertura proporcionada por redes fijas de, al menos, 100 Mbps, que comprende las coberturas de HFC y FTTH."
SDGS.9.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.9.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,
SDGS.9.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,
SDGS.9.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.9.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.9.TARGETS.2.DESCRIPTION,"Reforzar las políticas de apoyo al tejido productivo para lograr una industrialización inclusiva y sostenible, aumentando la contribución de la industria al empleo local y al PIB del conjunto del territorio."
SDGS.9.TARGETS.2.INDICATORS.1.TITLE,% Empleo en el sector industrial
SDGS.9.TARGETS.2.INDICATORS.1.DESCRIPTION,% población ocupada en el sector industrial
SDGS.9.TARGETS.2.INDICATORS.1.UNIT,%
SDGS.9.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Población ocupada en el sector industria
SDGS.9.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,personas
SDGS.9.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Total de población ocupada
SDGS.9.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.9.TARGETS.2.INDICATORS.1.SOURCE,- [Afiliaciones a la Seguridad Social según residencia padronal del afiliado. Por régimen de cotización y sector de actividad económica.](https://www.idescat.cat/pub/?id=afi&n=10602&hist=taules%2Fv2%2Fafi%2F10602%2F11111%2Fmun%2Fdata%3F_LAST_%3D1%5Ec%3D2%2C3%2Fr%3D1%2Ft%3D-1c%3B0d%2C0%3B-2c%3B-3c) (IDESCAT)
SDGS.9.TARGETS.3.DESCRIPTION,"Aumentar el acceso de las pequeñas industrias y otras empresas a los servicios financieros, incluyendo créditos asequibles, y su integración en las cadenas de valor y los mercados."
SDGS.9.TARGETS.4.DESCRIPTION,"Modernizar las infraestructuras y reconvertir las industrias para que sean sostenibles, promoviendo la adopción de tecnologías, la mejora de procesos y la racionalidad medioambiental."
SDGS.9.TARGETS.5.DESCRIPTION,Aumentar la investigación científica y mejorar la capacidad tecnológica de los sectores industriales.
SDGS.9.TARGETS.5.INDICATORS.1.SOURCE,"- [Códigos de Cuenta de Cotización y Afiliados - Régimen - CNAE 2D](https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/est8/est10/est305/c43ad8ea-fe79-4329-ac8e-e5758f3c4d7a/96c57bf8-1cb3-4eea-b77e-1df627a47063) (Seguretat Social)
"
SDGS.9.TARGETS.5.INDICATORS.1.UNIT,empreseas/10.000 hab.
SDGS.9.TARGETS.5.INDICATORS.1.DESCRIPTION,Empresas de conocimiento / 10.000 habitantes
SDGS.9.TARGETS.5.INDICATORS.1.TITLE,Empresas de conocimiento por 10.000 hab.
SDGS.9.TARGETS.5.INDICATORS.1.VALUES.1.TITLE,Empresas de conocimiento
SDGS.9.TARGETS.5.INDICATORS.1.VALUES.1.UNIT,empresas
SDGS.9.TARGETS.5.INDICATORS.1.VALUES.2.TITLE,Total población
SDGS.9.TARGETS.5.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.9.TARGETS.5.INDICATORS.2.TITLE,Puestos de trabajo industria
SDGS.9.TARGETS.5.INDICATORS.2.DESCRIPTION,Afiliaciones dentro del municipio en el sector industrial respecto al total de afiliaciones dentro del municipio
SDGS.9.TARGETS.5.INDICATORS.2.UNIT,%
SDGS.9.TARGETS.5.INDICATORS.2.VALUES.1.TITLE,Afiliaciones en el sector industrial
SDGS.9.TARGETS.5.INDICATORS.2.VALUES.1.UNIT,personas
SDGS.9.TARGETS.5.INDICATORS.2.VALUES.2.TITLE,Total de afiliaciones
SDGS.9.TARGETS.5.INDICATORS.2.VALUES.2.UNIT,personas
SDGS.9.TARGETS.c.DESCRIPTION,Garantizar el acceso universal y asequible a Internet y a las TIC en el territorio.
SDGS.9.TARGETS.c.INDICATORS.1.TITLE,Cobertura de internet
SDGS.9.TARGETS.c.INDICATORS.1.DESCRIPTION,"Cobertura proporcionada por las redes fijas de, como mínimo, 100 Mbps, que comprende las coberturas de HFC y FTTH."
SDGS.9.TARGETS.c.INDICATORS.1.UNIT,%
SDGS.9.TARGETS.c.INDICATORS.1.VALUES.1.TITLE,
SDGS.9.TARGETS.c.INDICATORS.1.VALUES.1.UNIT,
SDGS.9.TARGETS.c.INDICATORS.1.VALUES.2.TITLE,
SDGS.9.TARGETS.c.INDICATORS.1.VALUES.2.UNIT,
SDGS.9.TARGETS.b.DESCRIPTION,Nombre de hito no disponible
SDGS.10.TITLE,Reducción de las desigualdades
SDGS.10.DESCRIPTION,Reducir las desigualdades en y entre los países.
SDGS.10.TARGETS.1.DESCRIPTION,Conseguir progresivamente un crecimiento de los ingresos del 40% más pobre de la población del territorio a una tasa superior a la media nacional.
SDGS.10.TARGETS.1.INDICATORS.1.TITLE,% Población con ingresos < 40%
SDGS.10.TARGETS.1.INDICATORS.1.DESCRIPTION,Porcentaje de población que vive en unidades de consumo con una renta disponible inferior al 40% de la media
SDGS.10.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.10.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,
SDGS.10.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,%
SDGS.10.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.10.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.10.TARGETS.1.INDICATORS.2.TITLE,Índice Gini
SDGS.10.TARGETS.1.INDICATORS.2.DESCRIPTION,Grado de desigualdad en una distribución de una variable continua. Se obtiene a partir de la suma de las diferencias absolutas entre cada par de rentas de la distribución.
SDGS.10.TARGETS.1.INDICATORS.2.UNIT,
SDGS.10.TARGETS.1.INDICATORS.2.VALUES.1.TITLE,
SDGS.10.TARGETS.1.INDICATORS.2.VALUES.1.UNIT,
SDGS.10.TARGETS.1.INDICATORS.2.VALUES.2.TITLE,
SDGS.10.TARGETS.1.INDICATORS.2.VALUES.2.UNIT,
SDGS.10.TARGETS.1.INDICATORS.3.TITLE,Desigualdad por renta
SDGS.10.TARGETS.1.INDICATORS.3.DESCRIPTION,"Desigualdad en la distribución a través de ratios entre centiles, que se interpreta como la renta que se obtiene para el quintil superior (es decir, el 20% de la población con un nivel económico más alto) en relación con la del quintil inferior."
SDGS.10.TARGETS.1.INDICATORS.3.UNIT,
SDGS.10.TARGETS.1.INDICATORS.3.VALUES.1.TITLE,
SDGS.10.TARGETS.1.INDICATORS.3.VALUES.1.UNIT,
SDGS.10.TARGETS.1.INDICATORS.3.VALUES.2.TITLE,
SDGS.10.TARGETS.1.INDICATORS.3.VALUES.2.UNIT,
SDGS.10.TARGETS.1.INDICATORS.4.TITLE,Renta por habitante
SDGS.10.TARGETS.1.INDICATORS.4.DESCRIPTION,Relación entre el total de la renta del municipio y/o ámbito seleccionado versus la población total del municipio.
SDGS.10.TARGETS.1.INDICATORS.4.UNIT,€/habitante
SDGS.10.TARGETS.1.INDICATORS.4.VALUES.1.TITLE,
SDGS.10.TARGETS.1.INDICATORS.4.VALUES.1.UNIT,
SDGS.10.TARGETS.1.INDICATORS.4.VALUES.2.TITLE,
SDGS.10.TARGETS.1.INDICATORS.4.VALUES.2.UNIT,
SDGS.10.TARGETS.1.INDICATORS.4.SOURCE,- [RFDB y RFDB per habitant](https://www.idescat.cat/pub/?id=rfdbc&n=13301&hist=taules%2Fv2%2Frfdbc%2F13301%2F14148%2Fmun%2Fdata%3F_LAST_%3D7%5Ec%3D3%2Fr%3D1%2Ft%3D-3c%3B-1c%3B0d%2C6%2Fe%3D11) (IDESCAT)
SDGS.10.TARGETS.2.DESCRIPTION,"Promoure la inclusió social, econòmica i política amb especial atenció a grups vulnerables, personas amb discapacitat i personas racialitzades. "
SDGS.10.TARGETS.3.DESCRIPTION,"Garantizar la igualdad de oportunidades y reducir la desigualdad de los resultados, también eliminando normativas, políticas y prácticas discriminatorias y promoviendo medidas adecuadas."
SDGS.10.TARGETS.4.DESCRIPTION,"Impulsar políticas, en especial fiscales, salariales y de protección social para lograr más igualdad en el territorio."
SDGS.10.TARGETS.4.INDICATORS.1.TITLE,% Población con ingresos < 50% (hombres)
SDGS.10.TARGETS.4.INDICATORS.1.DESCRIPTION,% población con ingresos < 50% (hombres)
SDGS.10.TARGETS.4.INDICATORS.1.UNIT,%
SDGS.10.TARGETS.4.INDICATORS.1.VALUES.1.TITLE,
SDGS.10.TARGETS.4.INDICATORS.1.VALUES.1.UNIT,%
SDGS.10.TARGETS.4.INDICATORS.1.VALUES.2.TITLE,
SDGS.10.TARGETS.4.INDICATORS.1.VALUES.2.UNIT,
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.TITLE,Hombres
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.1.TITLE,% población con ingresos < 50% (hombres)
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.1.UNIT,%
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.2.TITLE,
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.2.UNIT,
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.TITLE,Mujeres
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.1.TITLE,% población con ingresos < 50% (mujeres)
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.1.UNIT,
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.2.TITLE,
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.2.UNIT,
SDGS.10.TARGETS.4.INDICATORS.2.TITLE,% Población con ingresos < 50% (mujeres)
SDGS.10.TARGETS.4.INDICATORS.2.DESCRIPTION,% Población con ingresos < 50% (mujeres)
SDGS.10.TARGETS.4.INDICATORS.2.UNIT,%
SDGS.10.TARGETS.4.INDICATORS.2.VALUES.1.TITLE,
SDGS.10.TARGETS.4.INDICATORS.2.VALUES.1.UNIT,
SDGS.10.TARGETS.4.INDICATORS.2.VALUES.2.TITLE,
SDGS.10.TARGETS.4.INDICATORS.2.VALUES.2.UNIT,
SDGS.10.TARGETS.7.DESCRIPTION,"Facilitar una migración y movilidad ordenadas, seguras, regulares y responsables de las personas, también mediante la aplicación de políticas migratorias planificadas y bien gestionadas."
SDGS.11.TITLE,Ciudades y comunidades sostenibles
SDGS.11.DESCRIPTION,"Hacer las ciudades y los asentamientos humanos inclusivos, seguros, resistentes y sostenibles."
SDGS.11.TARGETS.1.DESCRIPTION,"Garantizar el acceso de todas las personas a viviendas y servicios básicos adecuados, seguros y asequibles, con especial atención a los barrios y zonas con mayor vulnerabilidad."
SDGS.11.TARGETS.1.INDICATORS.1.TITLE,Esfuerzo económico del alquiler
SDGS.11.TARGETS.1.INDICATORS.1.DESCRIPTION,Media del precio anual del alquiler en relación con la renta bruta familiar
SDGS.11.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.11.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,Importe del alquiler mensual medio
SDGS.11.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,€
SDGS.11.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,Renta familiar disponible bruta / por habitante
SDGS.11.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,€
SDGS.11.TARGETS.1.INDICATORS.1.SOURCE,"- [Precio medio del alquiler de viviendas por municipio](https://analisi.transparenciacatalunya.cat/Habitatge/Preu-mitj-del-lloguer-d-habitatges-per-municipi/qww9-bvhh/about_data) (Dades Obertes de Catalunya)
- [RFDB y RFDB por habitante](https://www.idescat.cat/pub/?id=rfdbc&n=13301&hist=taules%2Fv2%2Frfdbc%2F13301%2F14148%2Fmun%2Fdata%3F_LAST_%3D7%5Ec%3D3%2Fr%3D1%2Ft%3D-3c%3B-1c%3B0d%2C6%2Fe%3D11) (IDESCAT)"
SDGS.11.TARGETS.2.DESCRIPTION,"Proporcionar acceso a sistemas de transporte seguros, asequibles, accesibles, sostenibles y mejorar la seguridad vial."
SDGS.11.TARGETS.2.INDICATORS.1.TITLE,Tasa de mortalidad por tráfico
SDGS.11.TARGETS.2.INDICATORS.1.DESCRIPTION,personas muertas o heridas graves en accidentes de tráfico por cada 10.000 habitantes
SDGS.11.TARGETS.2.INDICATORS.1.UNIT,personas/10.000 hab.
SDGS.11.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Número de muertos y heridos graves
SDGS.11.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,personas
SDGS.11.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Población total
SDGS.11.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.11.TARGETS.2.INDICATORS.1.SOURCE,"- [Accidentes de tráfico con muertes o heridos graves en Catalunya](https://analisi.transparenciacatalunya.cat/Transport/Accidents-de-tr-nsit-amb-morts-o-ferits-greus-a-Ca/rmgc-ncpb/about_data) (Dades Obertes de Catalunya)
- [Datos históricos de población de los municipios de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.11.TARGETS.3.DESCRIPTION,Lograr un modelo urbano inclusivo y sostenible a través de una planificación estratégica concertada con los agentes del territorio y con la participación de la ciudadanía.
SDGS.11.TARGETS.3.INDICATORS.1.TITLE,Porcentaje de suelo artificializado
SDGS.11.TARGETS.3.INDICATORS.1.DESCRIPTION,Porcentaje de suelo artificializado (real o potencial). Porcentaje de suelo destinado a usos urbanos o infraestructuras respecto a la superficie total de la unidad territorial
SDGS.11.TARGETS.3.INDICATORS.1.UNIT,%
SDGS.11.TARGETS.3.INDICATORS.1.VALUES.1.TITLE,Superficie de suelo urbano
SDGS.11.TARGETS.3.INDICATORS.1.VALUES.1.UNIT,ha
SDGS.11.TARGETS.3.INDICATORS.1.VALUES.2.TITLE,Superficie total
SDGS.11.TARGETS.3.INDICATORS.1.VALUES.2.UNIT,ha
SDGS.11.TARGETS.3.INDICATORS.1.SOURCE,- [Datos del mapa urbanístico de Catalunya](https://analisi.transparenciacatalunya.cat/Urbanisme-infraestructures/Dades-del-mapa-urban-stic-de-Catalunya/epsm-zskb/about_data) (Dades Obertes de Catalunya)
SDGS.11.TARGETS.3.INDICATORS.2.TITLE,Equipamientos urbanos por habitante
SDGS.11.TARGETS.3.INDICATORS.2.DESCRIPTION,Equipamientos urbanos por habitante
SDGS.11.TARGETS.3.INDICATORS.2.UNIT,m²/hab.
SDGS.11.TARGETS.3.INDICATORS.2.VALUES.1.TITLE,Equipamientos urbanos por habitante
SDGS.11.TARGETS.3.INDICATORS.2.VALUES.1.UNIT,m²/hab.
SDGS.11.TARGETS.3.INDICATORS.2.VALUES.2.TITLE,
SDGS.11.TARGETS.3.INDICATORS.2.VALUES.2.UNIT,
SDGS.11.TARGETS.3.INDICATORS.2.SOURCE,- [Indicadores territoriales de l’Observatori del Territori](https://analisi.transparenciacatalunya.cat/Urbanisme-infraestructures/Indicadores-territorials-de-l-Observatori-del-Terri/b9cr-32i4/about_data) (Dades Obertes de Catalunya)
SDGS.11.TARGETS.4.DESCRIPTION,Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural.
SDGS.11.TARGETS.4.INDICATORS.1.TITLE,Superficie (m²) zona verde
SDGS.11.TARGETS.4.INDICATORS.1.DESCRIPTION,Relación entre volumen de población municipal y espacio calificado como zona verde o espacio libre en el suelo urbano del municipio
SDGS.11.TARGETS.4.INDICATORS.1.UNIT,m²/hab
SDGS.11.TARGETS.4.INDICATORS.1.VALUES.1.TITLE,Superficie de zona verde
SDGS.11.TARGETS.4.INDICATORS.1.VALUES.1.UNIT,m²
SDGS.11.TARGETS.4.INDICATORS.1.VALUES.2.TITLE,Población total
SDGS.11.TARGETS.4.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.11.TARGETS.4.INDICATORS.2.TITLE,Equipamientos culturales por población
SDGS.11.TARGETS.4.INDICATORS.2.DESCRIPTION,Equipamientos culturales por población
SDGS.11.TARGETS.4.INDICATORS.2.SOURCE,- [Equipamentos de Salud y Cultura](https://bcnagraria-diba.opendata.arcgis.com/datasets/diba::-equipaments-de-salut-i-cultura/about) (Diputació de Barcelona)
SDGS.11.TARGETS.4.INDICATORS.2.UNIT,equip./10.000 habitantes
SDGS.11.TARGETS.4.INDICATORS.2.VALUES.1.TITLE,Equipamientos culturales
SDGS.11.TARGETS.4.INDICATORS.2.VALUES.1.UNIT,equipamientos
SDGS.11.TARGETS.4.INDICATORS.2.VALUES.2.TITLE,Población total
SDGS.11.TARGETS.4.INDICATORS.2.VALUES.2.UNIT,personas
SDGS.11.TARGETS.5.DESCRIPTION,Reducir de manera significativa el número de muertes y las pérdidas económicas causadas por desastres.
SDGS.11.TARGETS.6.DESCRIPTION,"Reducir el impacto ambiental negativo en todo el territorio, con especial atención a la calidad del aire y la gestión de residuos municipales."
SDGS.11.TARGETS.6.INDICATORS.1.TITLE,Residuos domésticos en kg/hab/año
SDGS.11.TARGETS.6.INDICATORS.1.DESCRIPTION,Producción de residuos domésticos en kg/hab/año
SDGS.11.TARGETS.6.INDICATORS.1.UNIT,kg/hab/año
SDGS.11.TARGETS.6.INDICATORS.1.VALUES.1.TITLE,Generación total de residuos
SDGS.11.TARGETS.6.INDICATORS.1.VALUES.1.UNIT,t
SDGS.11.TARGETS.6.INDICATORS.1.VALUES.2.TITLE,Población
SDGS.11.TARGETS.6.INDICATORS.1.VALUES.2.UNIT,personas
SDGS.11.TARGETS.6.INDICATORS.1.SOURCE,- [Estadísticas de residuos municipales](https://analisi.transparenciacatalunya.cat/Medi-Ambient/Estad-stiques-de-residus-municipals/69zu-w48s/about_data) (Dades Obertes de Catalunya)
SDGS.11.TARGETS.6.INDICATORS.2.TITLE,Tasa de recogida selectiva
SDGS.11.TARGETS.6.INDICATORS.2.DESCRIPTION,Porcentaje de recogida selectiva de residuos domésticos respecto al total producido.
SDGS.11.TARGETS.6.INDICATORS.2.UNIT,%
SDGS.11.TARGETS.6.INDICATORS.2.VALUES.1.TITLE,Total recogida selectiva
SDGS.11.TARGETS.6.INDICATORS.2.VALUES.1.UNIT,t
SDGS.11.TARGETS.6.INDICATORS.2.VALUES.2.TITLE,Generación total de residuos
SDGS.11.TARGETS.6.INDICATORS.2.VALUES.2.UNIT,t
