key,value
SDGS.8.TARGETS.3.INDICATORS.1.DESCRIPTION,Nombre d'afiliats residents en un municipi respecte la població de 16 a 64 anys del municipi
SDGS.8.TARGETS.3.INDICATORS.1.UNIT,%
SDGS.8.TARGETS.3.INDICATORS.1.VALUES.1.TITLE,Nombre d'afiliats
SDGS.8.TARGETS.3.INDICATORS.1.VALUES.1.UNIT,persones
SDGS.8.TARGETS.3.INDICATORS.1.VALUES.2.TITLE,Població entre 16 i 64 anys
SDGS.8.TARGETS.3.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.8.TARGETS.3.INDICATORS.1.SOURCE,"- [Afiliats a la Seguretat Social segons residència padronal de l'afiliat. Per sexe. A últim dia del mes](https://www.idescat.cat/pub/?id=afi&n=8604) (IDESCAT)
- [Població. Per sexe i edat en grans grups](https://www.idescat.cat/pub/?id=censph&n=540&hist=taules%2Fv2%2Fcensph%2F540%2F19948%2Fmun%2Fdata%3FAGE%3DTOTAL%26_LAST_%3D3%5Ec%3D2%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B-2c%3B3%2C0%2Fe%3D01) (IDESCAT)
- [Població a 1 de gener. Per sexe i edat any a any (2014–)](https://www.idescat.cat/pub/?id=pmh&n=1180&hist=taules%2Fv2%2Fpmh%2F1180%2F8078%2Fmun%2Fdata%3FAGE%3DTOTAL%26_LAST_%3D3%5Ec%3D3%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B2%2C0%3B-3c%2Fe%3D0) (IDESCAT)
- [Població a 1 de gener. Per sexe i edat any a any (2000–2013)](https://www.idescat.cat/pub/?id=pmh&n=1180&hist=taules%2Fv2%2Fpmh%2F1180%2F1063%2Fmun%2Fdata%3FMUN%3DTOTAL%5Ec%3D3%2Fr%3D2%2Ft%3D1%2C0%3B0d%2C13%3B-2c%3B-3c%2Fe%3D0) (IDESCAT)"
SDGS.8.TARGETS.3.INDICATORS.2.TITLE,Establiments comercials per 1.000 hab.
SDGS.8.TARGETS.3.INDICATORS.2.DESCRIPTION,Nombre d'establiments comercials per cada 1.000 habitants
SDGS.8.TARGETS.3.INDICATORS.2.UNIT,establiments/1.000 hab.
SDGS.8.TARGETS.3.INDICATORS.2.VALUES.1.TITLE,Nombre d'establiments comercials
SDGS.8.TARGETS.3.INDICATORS.2.VALUES.1.UNIT,establiments
SDGS.8.TARGETS.3.INDICATORS.2.VALUES.2.TITLE,Població
SDGS.8.TARGETS.3.INDICATORS.2.VALUES.2.UNIT,persones
SDGS.8.TARGETS.3.INDICATORS.2.SOURCE,"- [Servei de consulta del Cens d'establiments comercials de Catalunya (CECC)
](https://analisi.transparenciacatalunya.cat/Comer-/Servei-de-consulta-del-Cens-d-establiments-comerci/2dhj-q3r8/about_data) (Dades Obertes de Catalunya)"
SDGS.8.TARGETS.3.INDICATORS.3.TITLE,Taxa d'atur
SDGS.8.TARGETS.3.INDICATORS.3.DESCRIPTION,Taxa d'atur
SDGS.8.TARGETS.3.INDICATORS.3.SOURCE,- [Indicadors de relació amb l'activitat econòmica](https://www.idescat.cat/pub/?id=censph&n=16720&hist=taules%2Fv2%2Fcensph%2F16720%2F20208%2Fmun%2Fdata%3FCONCEPT%3DPP_AP_Y16O%5Ec%3D3%2Fr%3D1%2Ft%3D2%2C0%3B-1c%3B-0d%2C0%3B-3c%2Fe%3D1) (IDESCAT)
SDGS.8.TARGETS.3.INDICATORS.3.UNIT,%
SDGS.8.TARGETS.3.INDICATORS.3.VALUES.1.TITLE,
SDGS.8.TARGETS.3.INDICATORS.3.VALUES.1.UNIT,
SDGS.8.TARGETS.3.INDICATORS.3.VALUES.2.TITLE,
SDGS.8.TARGETS.3.INDICATORS.3.VALUES.2.UNIT,
SDGS.8.TARGETS.3.INDICATORS.4.TITLE,% Contractació pública a PIMES
SDGS.8.TARGETS.3.INDICATORS.4.DESCRIPTION,% Contractació pública a PIMES
SDGS.8.TARGETS.3.INDICATORS.4.SOURCE,- [Contractació pública a Catalunya: publicacions a la Plataforma de serveis de contractació pública](https://analisi.transparenciacatalunya.cat/Economia/Contractaci-p-blica-a-Catalunya-publicacions-a-la-/ybgg-dgi6/about_data) (Dades Obertes de Catalunya)
SDGS.8.TARGETS.3.INDICATORS.4.UNIT,%
SDGS.8.TARGETS.3.INDICATORS.4.VALUES.1.TITLE,PIMES contractades
SDGS.8.TARGETS.3.INDICATORS.4.VALUES.1.UNIT,empreses
SDGS.8.TARGETS.3.INDICATORS.4.VALUES.2.TITLE,Total empreses contractades
SDGS.8.TARGETS.3.INDICATORS.4.VALUES.2.UNIT,empreses
SDGS.8.TARGETS.4.DESCRIPTION,Millorar la producció i el consum eficients dels recursos i desvincular el creixement econòmic de la degradació del mediambient.
SDGS.8.TARGETS.5.DESCRIPTION,Aconseguir una alta taxa d'ocupació i de qualitat d'aquells col·lectius més vulnerables en el conjunt del territori
SDGS.8.TARGETS.5.INDICATORS.1.TITLE,% Persones aturades > 45 anys
SDGS.8.TARGETS.5.INDICATORS.1.DESCRIPTION,% Persones aturades > 45 anys sobre el total de persones > 45 anys en edat de treballar
SDGS.8.TARGETS.5.INDICATORS.1.UNIT,%
SDGS.8.TARGETS.5.INDICATORS.1.VALUES.1.TITLE,Persones aturades > 45 anys (mitjana anual)
SDGS.8.TARGETS.5.INDICATORS.1.VALUES.1.UNIT,persones
SDGS.8.TARGETS.5.INDICATORS.1.VALUES.2.TITLE,Població entre 45 i 64 anys
SDGS.8.TARGETS.5.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.8.TARGETS.5.INDICATORS.1.SOURCE,"- [Atur registrat. Per sexe i edat](https://www.idescat.cat/pub/?id=atureg&n=4300) (IDESCAT)
- [Població a 1 de gener. Per sexe i edat any a any.](https://www.idescat.cat/pub/?id=pmh&n=1180&hist=taules%2Fv2%2Fpmh%2F1180%2F8078%2Fmun%2Fdata%3FAGE%3DTOTAL%26_LAST_%3D3%5Ec%3D3%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B2%2C0%3B-3c%2Fe%3D0) (IDESCAT)
"
SDGS.8.TARGETS.5.INDICATORS.2.TITLE,% Persones aturades < 25 anys
SDGS.8.TARGETS.5.INDICATORS.2.DESCRIPTION,% Persones aturades < 25 anys sobre el total de persones < 25 anys en edat de treballar
SDGS.8.TARGETS.5.INDICATORS.2.UNIT,%
SDGS.8.TARGETS.5.INDICATORS.2.VALUES.1.TITLE,Persones aturades < 25 anys (mitjana anual)
SDGS.8.TARGETS.5.INDICATORS.2.VALUES.1.UNIT,persones
SDGS.8.TARGETS.5.INDICATORS.2.VALUES.2.TITLE,Població entre 16 i 24 anys
SDGS.8.TARGETS.5.INDICATORS.2.VALUES.2.UNIT,persones
SDGS.8.TARGETS.5.INDICATORS.2.SOURCE,"- [Atur registrat. Per sexe i edat](https://www.idescat.cat/pub/?id=atureg&n=4300) (IDESCAT)
- [Població a 1 de gener. Per sexe i edat any a any.](https://www.idescat.cat/pub/?id=pmh&n=1180&hist=taules%2Fv2%2Fpmh%2F1180%2F8078%2Fmun%2Fdata%3FAGE%3DTOTAL%26_LAST_%3D3%5Ec%3D3%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B2%2C0%3B-3c%2Fe%3D0) (IDESCAT)"
SDGS.8.TARGETS.6.DESCRIPTION,Reduir substancialment les persones joves sense ocupació i que no cursen estudis ni reben formació.
SDGS.8.TARGETS.8.DESCRIPTION,"Protegir els drets laborals i promoure un entorn de treball segur a tot el territori, en particular les dones migrants i les persones amb ocupacions precàries."
SDGS.8.TARGETS.9.DESCRIPTION,"Reforçar les polítiques de promoció d'un turisme sostenible, de proximitat, qualitat i que creï ocupació i promogui la cultura i els productes locals."
SDGS.8.TARGETS.9.INDICATORS.1.TITLE,Pressió turística
SDGS.8.TARGETS.9.INDICATORS.1.DESCRIPTION,Ratio de places turístiques per 10.000 habitants
SDGS.8.TARGETS.9.INDICATORS.1.UNIT,places/10.000 hab.
SDGS.8.TARGETS.9.INDICATORS.1.VALUES.1.TITLE,Places turístiques
SDGS.8.TARGETS.9.INDICATORS.1.VALUES.1.UNIT,places
SDGS.8.TARGETS.9.INDICATORS.1.VALUES.2.TITLE,Població
SDGS.8.TARGETS.9.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.8.TARGETS.9.INDICATORS.1.SOURCE,"- [Places hoteleres](https://www.idescat.cat/pub/?id=turall&n=6031) (IDESCAT)
- [Apartaments turístics](https://www.idescat.cat/pub/?id=turall&n=16721) (IDESCAT)
- [Places de turisme rural](https://www.idescat.cat/pub/?id=turall&n=6039) (IDESCAT)
- [Places de càmpings](https://www.idescat.cat/pub/?id=turall&n=6036) (IDESCAT)
- [Habitatges d'ús turístic](https://www.idescat.cat/pub/?id=turall&n=16722) (IDESCAT)
- [Dades històriques de població dels municipis de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.9.TITLE,"Indústria, innovació i infraestructures"
SDGS.9.DESCRIPTION,"Construir infraestructures resilents, promoure la industrialització inclusiva i sostenible i fomentar la innovació."
SDGS.9.TARGETS.1.DESCRIPTION,"Desenvolupar infraestructures sostenibles, resilients, de qualitat i amb elevada capacitat transformadora per tal de donar suport al desenvolupament econòmic del territori, amb especial atenció a l’accés assequible i equitatiu."
SDGS.9.TARGETS.1.INDICATORS.1.TITLE,Cobertura internet
SDGS.9.TARGETS.1.INDICATORS.1.DESCRIPTION,"Cobertura proporcionada per les xarxes fixes de, com a mínim, 100 Mbps, que comprèn les cobertures de HFC i FTTH"
SDGS.9.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.9.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,
SDGS.9.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,
SDGS.9.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.9.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.9.TARGETS.2.DESCRIPTION,"Reforçar les polítiques de suport al teixit productiu per aconseguir una industrialització inclusiva i sostenible, augmentant la contribució de la indústria a l'ocupació local i al PIB del conjunt del territori."
SDGS.9.TARGETS.2.INDICATORS.1.TITLE,% Ocupació al sector industrial
SDGS.9.TARGETS.2.INDICATORS.1.DESCRIPTION,% població ocupada en el sector industrial
SDGS.9.TARGETS.2.INDICATORS.1.UNIT,%
SDGS.9.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Població ocupada en el sector indústria
SDGS.9.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,persones
SDGS.9.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Total de població ocupada
SDGS.9.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.9.TARGETS.2.INDICATORS.1.SOURCE,- [Afiliacions a la Seguretat Social segons residència padronal de l'afiliat. Per règim de cotització i sector d'activitat econòmica.](https://www.idescat.cat/pub/?id=afi&n=10602&hist=taules%2Fv2%2Fafi%2F10602%2F11111%2Fmun%2Fdata%3F_LAST_%3D1%5Ec%3D2%2C3%2Fr%3D1%2Ft%3D-1c%3B0d%2C0%3B-2c%3B-3c) (IDESCAT)
SDGS.9.TARGETS.3.DESCRIPTION,"Augmentar l’accés de les petites indústries i altres empreses als serveis financers, incloent els crèdits assequibles, i la integració en les cadenes de valor i els mercats."
SDGS.9.TARGETS.4.DESCRIPTION,"Modernitzar les infraestructures i reconvertir les indústries perquè siguin sostenibles, promovent l’adopció de tecnologies, la millora de processos i la racionalitat medi ambiental."
SDGS.9.TARGETS.5.DESCRIPTION,Augmentar la investigació científica i millorar la capacitat tecnològica dels sectors industrials.
SDGS.9.TARGETS.5.INDICATORS.1.SOURCE,"- [Códigos de Cuenta de Cotización y Afiliados - Régimen - CNAE 2D](https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/est8/est10/est305/c43ad8ea-fe79-4329-ac8e-e5758f3c4d7a/96c57bf8-1cb3-4eea-b77e-1df627a47063) (Seguretat Social)
"
SDGS.9.TARGETS.5.INDICATORS.1.UNIT,empreses/10.000 hab.
SDGS.9.TARGETS.5.INDICATORS.1.DESCRIPTION,Empreses de coneixement / 10.000 habitants
SDGS.9.TARGETS.5.INDICATORS.1.TITLE,Empreses de coneixement per 10.000 hab. 
SDGS.9.TARGETS.5.INDICATORS.1.VALUES.1.TITLE,Empreses de coneixement
SDGS.9.TARGETS.5.INDICATORS.1.VALUES.1.UNIT,empreses
SDGS.9.TARGETS.5.INDICATORS.1.VALUES.2.TITLE,Total població
SDGS.9.TARGETS.5.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.9.TARGETS.5.INDICATORS.2.TITLE,Llocs de treball indústria
SDGS.9.TARGETS.5.INDICATORS.2.DESCRIPTION,Afiliacions dins del municipi en el sector industrial respecte el total d'afiliacions dins del municipi
SDGS.9.TARGETS.5.INDICATORS.2.UNIT,%
SDGS.9.TARGETS.5.INDICATORS.2.VALUES.1.TITLE,Afiliacions en el sector industrial
SDGS.9.TARGETS.5.INDICATORS.2.VALUES.1.UNIT,persones
SDGS.9.TARGETS.5.INDICATORS.2.VALUES.2.TITLE,Total d'afiliacions
SDGS.9.TARGETS.5.INDICATORS.2.VALUES.2.UNIT,persones
SDGS.9.TARGETS.8.DESCRIPTION,Garantir l'accés universal i assequible a Internet i a les TIC al territori.
SDGS.9.TARGETS.8.INDICATORS.1.TITLE,Cobertura d'internet
SDGS.9.TARGETS.8.INDICATORS.1.DESCRIPTION,"Cobertura proporcionada per les xarxes fixes de, com a mínim, 100 Mbps, que comprèn les cobertures de HFC i FTTH."
SDGS.9.TARGETS.8.INDICATORS.1.UNIT,%
SDGS.9.TARGETS.8.INDICATORS.1.VALUES.1.TITLE,
SDGS.9.TARGETS.8.INDICATORS.1.VALUES.1.UNIT,
SDGS.9.TARGETS.8.INDICATORS.1.VALUES.2.TITLE,
SDGS.9.TARGETS.8.INDICATORS.1.VALUES.2.UNIT,
SDGS.9.TARGETS.b.DESCRIPTION,Nom de fita no disponible
SDGS.9.TARGETS.c.DESCRIPTION,Nom de fita no disponible
SDGS.10.TITLE,Reducció de les desigualtats
SDGS.10.DESCRIPTION,Reduir les desigualtats en i entre els països.
SDGS.10.TARGETS.1.DESCRIPTION,Aconseguir progressivament un creixement dels ingressos del 40% més pobre de la població del territori a una taxa superior a la mitjana nacional.
SDGS.10.TARGETS.1.INDICATORS.1.TITLE,% Població amb ingressos < 40%
SDGS.10.TARGETS.1.INDICATORS.1.DESCRIPTION,Percentatge de població que viu en unitats de consum amb una renda disponible inferior al 40% de la mitjana
SDGS.10.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.10.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,
SDGS.10.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,%
SDGS.10.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.10.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.10.TARGETS.1.INDICATORS.2.TITLE,Índex Gini
SDGS.10.TARGETS.1.INDICATORS.2.DESCRIPTION,Grau de desigualtat en una distribució d'una variable contínua. S'obté a partir de la suma de les diferències absolutes entre cada parell de rendes de la distribució.
SDGS.10.TARGETS.1.INDICATORS.2.UNIT,
SDGS.10.TARGETS.1.INDICATORS.2.VALUES.1.TITLE,
SDGS.10.TARGETS.1.INDICATORS.2.VALUES.1.UNIT,
SDGS.10.TARGETS.1.INDICATORS.2.VALUES.2.TITLE,
SDGS.10.TARGETS.1.INDICATORS.2.VALUES.2.UNIT,
SDGS.10.TARGETS.1.INDICATORS.3.TITLE,Desigualtat per renda
SDGS.10.TARGETS.1.INDICATORS.3.DESCRIPTION,"Desigualtat en la distribució a través de ràtios entre centils, que s'interpreta com la renda que s'obté per al quintil superior (és a dir, el 20% de la població amb un nivell econòmic més alt) en relació amb la del quintil inferior."
SDGS.10.TARGETS.1.INDICATORS.3.UNIT,
SDGS.10.TARGETS.1.INDICATORS.3.VALUES.1.TITLE,
SDGS.10.TARGETS.1.INDICATORS.3.VALUES.1.UNIT,
SDGS.10.TARGETS.1.INDICATORS.3.VALUES.2.TITLE,
SDGS.10.TARGETS.1.INDICATORS.3.VALUES.2.UNIT,
SDGS.10.TARGETS.1.INDICATORS.4.TITLE,Renda per habitant
SDGS.10.TARGETS.1.INDICATORS.4.DESCRIPTION,Relació entre el total de la renda del municipi i/o àmbit seleccionat vers la població total del municipi.
SDGS.10.TARGETS.1.INDICATORS.4.UNIT,€/habitant
SDGS.10.TARGETS.1.INDICATORS.4.VALUES.1.TITLE,
SDGS.10.TARGETS.1.INDICATORS.4.VALUES.1.UNIT,
SDGS.10.TARGETS.1.INDICATORS.4.VALUES.2.TITLE,
SDGS.10.TARGETS.1.INDICATORS.4.VALUES.2.UNIT,
SDGS.10.TARGETS.1.INDICATORS.4.SOURCE,- [RFDB i RFDB per habitant](https://www.idescat.cat/pub/?id=rfdbc&n=13301&hist=taules%2Fv2%2Frfdbc%2F13301%2F14148%2Fmun%2Fdata%3F_LAST_%3D7%5Ec%3D3%2Fr%3D1%2Ft%3D-3c%3B-1c%3B0d%2C6%2Fe%3D11) (IDESCAT)
SDGS.10.TARGETS.2.DESCRIPTION,"Promoure la inclusió social, econòmica i política amb especial atenció a grups vulnerables, persones amb discapacitat i persones racialitzades. "
SDGS.10.TARGETS.3.DESCRIPTION,"Garantir la igualtat d’oportunitats i reduir la desigualtat dels resultats, també eliminant normativa, polítiques i pràctiques discriminatòries i promovent mesures adequades."
SDGS.10.TARGETS.4.DESCRIPTION,"Impulsar polítiques, en especial fiscals, salarials i de protecció social per aconseguir més igualtat al territori."
SDGS.10.TARGETS.4.INDICATORS.1.TITLE,% Població amb ingressos < 50% (homes)
SDGS.10.TARGETS.4.INDICATORS.1.DESCRIPTION,% població amb ingressos < 50% (homes)
SDGS.10.TARGETS.4.INDICATORS.1.UNIT,%
SDGS.10.TARGETS.4.INDICATORS.1.VALUES.1.TITLE,
SDGS.10.TARGETS.4.INDICATORS.1.VALUES.1.UNIT,%
SDGS.10.TARGETS.4.INDICATORS.1.VALUES.2.TITLE,
SDGS.10.TARGETS.4.INDICATORS.1.VALUES.2.UNIT,
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.TITLE,Homes
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.1.TITLE,% població amb ingressos < 50% (homes)
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.1.UNIT,%
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.2.TITLE,
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.2.UNIT,
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.TITLE,Dones
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.1.TITLE,% població amb ingressos < 50% (dones)
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.1.UNIT,
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.2.TITLE,
SDGS.10.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.2.UNIT,
SDGS.10.TARGETS.4.INDICATORS.2.TITLE,% Població amb ingressos < 50% (dones)
SDGS.10.TARGETS.4.INDICATORS.2.DESCRIPTION,% població amb ingressos < 50% (dones)
SDGS.10.TARGETS.4.INDICATORS.2.UNIT,%
SDGS.10.TARGETS.4.INDICATORS.2.VALUES.1.TITLE,
SDGS.10.TARGETS.4.INDICATORS.2.VALUES.1.UNIT,
SDGS.10.TARGETS.4.INDICATORS.2.VALUES.2.TITLE,
SDGS.10.TARGETS.4.INDICATORS.2.VALUES.2.UNIT,
SDGS.10.TARGETS.7.DESCRIPTION,"Facilitar una migració i mobilitat ordenades, segures, regulars i responsables de les persones, també mitjançant l’aplicació de polítiques migratòries planificades i ben gestionades."
SDGS.11.TITLE,Ciutats i comunitats sostenibles
SDGS.11.DESCRIPTION,"Fer les ciutats i els assentaments humans inclusius, segurs, resistents i sostenibles."
SDGS.11.TARGETS.1.DESCRIPTION,"Assegurar l’accés de totes les persones a habitatges i a serveis bàsics adequats, segurs i assequibles, amb especial atenció als barris i zones amb més vulnerabilitat."
SDGS.11.TARGETS.1.INDICATORS.1.TITLE,Esforç econòmic del lloguer
SDGS.11.TARGETS.1.INDICATORS.1.DESCRIPTION,Mitjana del preu anual del lloguer en relació amb la renda bruta familiar
SDGS.11.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.11.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,Import del lloguer mensual mitjà
SDGS.11.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,€
SDGS.11.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,Renda familiar disponible bruta / per habitant
SDGS.11.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,€
SDGS.11.TARGETS.1.INDICATORS.1.SOURCE,"- [Preu mitjà del lloguer d’habitatges per municipi](https://analisi.transparenciacatalunya.cat/Habitatge/Preu-mitj-del-lloguer-d-habitatges-per-municipi/qww9-bvhh/about_data) (Dades Obertes de Catalunya)
- [RFDB i RFDB per habitant](https://www.idescat.cat/pub/?id=rfdbc&n=13301&hist=taules%2Fv2%2Frfdbc%2F13301%2F14148%2Fmun%2Fdata%3F_LAST_%3D7%5Ec%3D3%2Fr%3D1%2Ft%3D-3c%3B-1c%3B0d%2C6%2Fe%3D11) (IDESCAT)"
SDGS.11.TARGETS.2.DESCRIPTION,"Proporcionar accés a sistemes de transport segurs, assequibles, accessibles, sostenibles i millorar la seguretat viària."
SDGS.11.TARGETS.2.INDICATORS.1.TITLE,Taxa mortalitat trànsit
SDGS.11.TARGETS.2.INDICATORS.1.DESCRIPTION,Persones mortes o ferides greus en accidents de trànsit per cada 10.000 habitants
SDGS.11.TARGETS.2.INDICATORS.1.UNIT,persones/10.000 hab.
SDGS.11.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Nombre de morts i ferits greus
SDGS.11.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,persones
SDGS.11.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Població total
SDGS.11.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.11.TARGETS.2.INDICATORS.1.SOURCE,"- [Accidents de trànsit amb morts o ferits greus a Catalunya](https://analisi.transparenciacatalunya.cat/Transport/Accidents-de-tr-nsit-amb-morts-o-ferits-greus-a-Ca/rmgc-ncpb/about_data) (Dades Obertes de Catalunya)
- [Dades històriques de població dels municipis de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.11.TARGETS.3.DESCRIPTION,Aconseguir un model urbà inclusiu i sostenible a través d'una planificació estratègica concertada amb els agents del territori i amb la participació de la ciutadania.
SDGS.11.TARGETS.3.INDICATORS.1.TITLE,Percentatge de sòl artificialitztat
SDGS.11.TARGETS.3.INDICATORS.1.DESCRIPTION,Percentatge de sòl artificialitzat (real o potencial). Percentatge de sòl destinat a usos urbans o infraestructures respecte la superfície total de la unitat territorial
SDGS.11.TARGETS.3.INDICATORS.1.UNIT,%
SDGS.11.TARGETS.3.INDICATORS.1.VALUES.1.TITLE,Superfície de sòl urbà
SDGS.11.TARGETS.3.INDICATORS.1.VALUES.1.UNIT,ha
SDGS.11.TARGETS.3.INDICATORS.1.VALUES.2.TITLE,Superfície total
SDGS.11.TARGETS.3.INDICATORS.1.VALUES.2.UNIT,ha
SDGS.11.TARGETS.3.INDICATORS.1.SOURCE,- [Dades del mapa urbanístic de Catalunya](https://analisi.transparenciacatalunya.cat/Urbanisme-infraestructures/Dades-del-mapa-urban-stic-de-Catalunya/epsm-zskb/about_data) (Dades Obertes de Catalunya)
SDGS.11.TARGETS.3.INDICATORS.2.TITLE,Equipaments urbans per habitant
SDGS.11.TARGETS.3.INDICATORS.2.DESCRIPTION,Equipaments urbans per habitant
SDGS.11.TARGETS.3.INDICATORS.2.UNIT,m²/hab.
SDGS.11.TARGETS.3.INDICATORS.2.VALUES.1.TITLE,Equipaments urbans per habitant
SDGS.11.TARGETS.3.INDICATORS.2.VALUES.1.UNIT,m²/hab.
SDGS.11.TARGETS.3.INDICATORS.2.VALUES.2.TITLE,
SDGS.11.TARGETS.3.INDICATORS.2.VALUES.2.UNIT,
SDGS.11.TARGETS.3.INDICATORS.2.SOURCE,- [Indicadors territorials de l’Observatori del Territori](https://analisi.transparenciacatalunya.cat/Urbanisme-infraestructures/Indicadors-territorials-de-l-Observatori-del-Terri/b9cr-32i4/about_data) (Dades Obertes de Catalunya)
SDGS.11.TARGETS.4.DESCRIPTION,Redoblar els esforços per protegir i salvaguardar el patrimoni cultural i natural.
SDGS.11.TARGETS.4.INDICATORS.1.TITLE,Superfície (m²) zona verda
SDGS.11.TARGETS.4.INDICATORS.1.DESCRIPTION,Relació entre volum de població municipal i espai qualificat de zona verda o espai lliure en el sòl urbà del municipi
SDGS.11.TARGETS.4.INDICATORS.1.UNIT,m²/hab
SDGS.11.TARGETS.4.INDICATORS.1.VALUES.1.TITLE,Superfície de zona verda
SDGS.11.TARGETS.4.INDICATORS.1.VALUES.1.UNIT,m²
SDGS.11.TARGETS.4.INDICATORS.1.VALUES.2.TITLE,Població total
SDGS.11.TARGETS.4.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.11.TARGETS.4.INDICATORS.2.TITLE,Equipaments culturals per població
SDGS.11.TARGETS.4.INDICATORS.2.DESCRIPTION,Equipaments culturals per població
SDGS.11.TARGETS.4.INDICATORS.2.SOURCE,- [Equipaments de Salut i Cultura](https://bcnagraria-diba.opendata.arcgis.com/datasets/diba::-equipaments-de-salut-i-cultura/about) (Diputació de Barcelona)
SDGS.11.TARGETS.4.INDICATORS.2.UNIT,equip./10.000 habitants
SDGS.11.TARGETS.4.INDICATORS.2.VALUES.1.TITLE,Equipaments culturals
SDGS.11.TARGETS.4.INDICATORS.2.VALUES.1.UNIT,equipaments
SDGS.11.TARGETS.4.INDICATORS.2.VALUES.2.TITLE,Població total
SDGS.11.TARGETS.4.INDICATORS.2.VALUES.2.UNIT,persones
SDGS.11.TARGETS.5.DESCRIPTION,Reduir de manera significativa el nombre de morts i les pèrdues econòmiques causades per desastres.
SDGS.11.TARGETS.6.DESCRIPTION,"Reduir l’impacte ambiental negatiu en el conjunt del territori, amb especial atenció a la qualitat de l'aire i la gestió de residus municipals."
SDGS.11.TARGETS.6.INDICATORS.1.TITLE,Residus domèstics en kg/hab/any
SDGS.11.TARGETS.6.INDICATORS.1.DESCRIPTION,Producció de residus domèstics en kg/hab/any
SDGS.11.TARGETS.6.INDICATORS.1.UNIT,kg/hab/any
SDGS.11.TARGETS.6.INDICATORS.1.VALUES.1.TITLE,Generació total de residus
SDGS.11.TARGETS.6.INDICATORS.1.VALUES.1.UNIT,t
SDGS.11.TARGETS.6.INDICATORS.1.VALUES.2.TITLE,Població
SDGS.11.TARGETS.6.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.11.TARGETS.6.INDICATORS.1.SOURCE,- [Estadístiques de residus municipals](https://analisi.transparenciacatalunya.cat/Medi-Ambient/Estad-stiques-de-residus-municipals/69zu-w48s/about_data) (Dades Obertes de Catalunya)
SDGS.11.TARGETS.6.INDICATORS.2.TITLE,Taxa de recollida selectiva
SDGS.11.TARGETS.6.INDICATORS.2.DESCRIPTION,Percentatge de recollida selectva de residus domèstics respecte del total produït.
SDGS.11.TARGETS.6.INDICATORS.2.UNIT,%
